DAP,AESI/NCO,Coding system,Code,Meaning,Count
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,444,exemption,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43401,hospitalisation_primary,12
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41041,hospitalisation_primary,4
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41011,hospitalisation_primary,2
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41071,hospitalisation_primary,15
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43411,hospitalisation_primary,9
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,434,exemption,3
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43311,hospitalisation_primary,4
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43311,hospitalisation_secondary,3
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41000,hospitalisation_primary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41002,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43400,hospitalisation_primary,3
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41042,hospitalisation_primary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43391,hospitalisation_primary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41090,hospitalisation_primary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43401,hospitalisation_secondary,3
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41519,hospitalisation_primary,12
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43491,hospitalisation_primary,4
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41519,hospitalisation_secondary,6
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41050,hospitalisation_primary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41031,hospitalisation_primary,3
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41001,hospitalisation_primary,3
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41511,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43491,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41090,hospitalisation_secondary,2
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,4449,hospitalisation_primary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41010,hospitalisation_secondary,2
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,4440,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43411,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41022,hospitalisation_secondary,2
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,44422,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41021,hospitalisation_primary,2
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,44489,hospitalisation_secondary,1
TEST_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43381,hospitalisation_secondary,1
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB05,dispensing_in_community_pharmacy_on_behalf_of_RHS,3197
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB06,dispensing_in_community_pharmacy_on_behalf_of_RHS,65
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,325,hospitalisation_primary,1
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB12,dispensing_in_community_pharmacy_on_behalf_of_RHS,67
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB07,dispensing_in_community_pharmacy_on_behalf_of_RHS,349
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB05,dispensing_in_community_pharmacy,45
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB05,dispensing_in_hospital_pharmacy_for_outpatient_use,745
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB12,dispensing_in_hospital_pharmacy_for_outpatient_use,39
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB07,dispensing_in_hospital_pharmacy_for_outpatient_use,40
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB01,dispensing_in_community_pharmacy_on_behalf_of_RHS,83
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,452,hospitalisation_secondary,2
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45111,hospitalisation_secondary,2
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB,dispensing_in_community_pharmacy,3
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB01,dispensing_in_hospital_pharmacy_for_outpatient_use,10
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,4538,hospitalisation_secondary,1
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45119,hospitalisation_secondary,2
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45342,hospitalisation_secondary,2
TEST_HOSP,V_VTEALGORITHM_AESI,,B01AB06,dispensing_in_hospital_pharmacy_for_outpatient_use,6
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45184,hospitalisation_secondary,1
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,453,exemption,1
TEST_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45341,hospitalisation_secondary,1
TEST_HOSP,C_VALVULAR_COV,ICD9CM,4240,hospitalisation_secondary,19
TEST_HOSP,C_VALVULAR_COV,ICD9CM,4241,hospitalisation_primary,9
TEST_HOSP,C_VALVULAR_COV,ICD9CM,4240,hospitalisation_primary,9
TEST_HOSP,C_VALVULAR_COV,ICD9CM,4242,hospitalisation_secondary,4
TEST_HOSP,C_VALVULAR_COV,ICD9CM,396,exemption,1
TEST_HOSP,C_VALVULAR_COV,ICD9CM,3963,hospitalisation_secondary,1
TEST_HOSP,C_VALVULAR_COV,ICD9CM,4241,hospitalisation_secondary,15
TEST_HOSP,C_VALVULAR_COV,ICD9CM,395,exemption,5
TEST_HOSP,C_VALVULAR_COV,ICD9CM,394,exemption,4
TEST_HOSP,C_VALVULAR_COV,ICD9CM,3941,hospitalisation_secondary,1
TEST_HOSP,D_DIVERTICULITIS_AESI,ICD9CM,56211,hospitalisation_primary,5
TEST_HOSP,D_DIVERTICULITIS_AESI,ICD9CM,56211,hospitalisation_secondary,2
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57410,hospitalisation_primary,8
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57420,hospitalisation_primary,16
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57441,hospitalisation_primary,3
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57400,hospitalisation_secondary,2
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57400,hospitalisation_primary,5
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,5750,hospitalisation_primary,3
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57451,hospitalisation_primary,1
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57420,hospitalisation_secondary,6
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57410,hospitalisation_secondary,3
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57411,hospitalisation_primary,2
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,5750,hospitalisation_secondary,2
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57470,hospitalisation_secondary,1
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57401,hospitalisation_secondary,1
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57451,hospitalisation_secondary,1
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57450,hospitalisation_secondary,1
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57421,hospitalisation_secondary,2
TEST_HOSP,D_GALLSTONES_COV,ICD9CM,57491,hospitalisation_primary,1
TEST_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5715,hospitalisation_secondary,8
TEST_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5715,hospitalisation_primary,3
TEST_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,571.2,exemption,4
TEST_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5712,hospitalisation_secondary,3
TEST_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5712,hospitalisation_primary,1
TEST_HOSP,E_GOUT_COV,ICD9CM,2749,hospitalisation_secondary,3
TEST_HOSP,E_GOUT_COV,ICD9CM,27489,hospitalisation_secondary,2
TEST_HOSP,G_UTI_COV,ICD9CM,5990,hospitalisation_secondary,30
TEST_HOSP,G_UTI_COV,ICD9CM,59010,hospitalisation_secondary,1
TEST_HOSP,G_UTI_COV,ICD9CM,6011,hospitalisation_secondary,1
TEST_HOSP,G_UTI_COV,ICD9CM,5990,hospitalisation_primary,15
TEST_HOSP,G_UTI_COV,ICD9CM,59080,hospitalisation_secondary,2
TEST_HOSP,G_UTI_COV,ICD9CM,59589,hospitalisation_secondary,1
TEST_HOSP,G_UTI_COV,ICD9CM,5950,hospitalisation_primary,1
TEST_HOSP,G_UTI_COV,ICD9CM,5959,hospitalisation_secondary,1
TEST_HOSP,G_UTI_COV,ICD9CM,59010,hospitalisation_primary,2
TEST_HOSP,G_UTI_COV,ICD9CM,64661,hospitalisation_secondary,2
TEST_HOSP,G_UTI_COV,ICD9CM,6010,hospitalisation_secondary,1
TEST_HOSP,G_UTI_COV,ICD9CM,64661,hospitalisation_primary,1
TEST_HOSP,G_UTI_COV,ICD9CM,5952,hospitalisation_primary,1
TEST_HOSP,I_CLOSTRIDIUMD_COV,ICD9CM,00845,hospitalisation_primary,1
TEST_HOSP,I_INFLUENZA_COV,ICD9CM,4871,hospitalisation_secondary,1
TEST_HOSP,I_INFLUENZA_COV,ICD9CM,4870,hospitalisation_secondary,1
TEST_HOSP,Im_SJOGRENS_COV,ICD9CM,710.2,exemption,4
TEST_HOSP,Im_SJOGRENS_COV,ICD9CM,7102,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81221,hospitalisation_primary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82100,hospitalisation_primary,3
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82001,hospitalisation_primary,6
TEST_HOSP,M_FRACTURES_COV,ICD9CM,73313,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82020,hospitalisation_primary,9
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82002,hospitalisation_primary,4
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81601,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81340,hospitalisation_primary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82000,hospitalisation_primary,6
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81200,hospitalisation_primary,5
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82101,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,80013,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82021,hospitalisation_primary,8
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81003,hospitalisation_secondary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81240,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81200,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81341,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81343,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81600,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82009,hospitalisation_primary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82003,hospitalisation_primary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,73313,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81251,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82022,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82012,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,80842,hospitalisation_secondary,3
TEST_HOSP,M_FRACTURES_COV,ICD9CM,80842,hospitalisation_primary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,82100,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81220,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,80841,hospitalisation_secondary,2
TEST_HOSP,M_FRACTURES_COV,ICD9CM,81501,hospitalisation_secondary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,73315,hospitalisation_primary,1
TEST_HOSP,M_FRACTURES_COV,ICD9CM,73319,hospitalisation_primary,1
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71516,hospitalisation_primary,30
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71515,hospitalisation_primary,12
