sex,ageband_at_date_vax_1,type_vax_1,history_covid,year,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,60-69,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12,0,0,34050.12
1,25-29,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74
1,80+,Pfizer,0,2021,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15784.48,0,0,15784.48,0,0,15784.48,4285.97,108.51,23879.87,0,0,15784.48,4285.97,108.51,23879.87,0,0,15784.48,0,0,15784.48,0,0,15784.48,0,0,15784.48,0,0,15784.48,0,0,15784.48
1,18-24,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4,0,0,491738.4
0,70-79,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67,0,0,47425.67
1,50-59,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77,0,0,91284.77
0,30-39,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11,0,0,88759.11
0,25-29,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59
1,30-39,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37,0,0,138760.37
0,70-79,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87,0,0,32310.87
1,60-69,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65,0,0,41908.65
1,60-69,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39
1,50-59,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123611.3,0,0,123611.3,0,0,123611.3,0,0,123611.3,0,0,123611.3,0,0,123611.3,0,0,126394.3,0,0,123611.3,0,0,123611.3,0,0,123611.3,0,0,126394.3,0,0,123611.3
0,60-69,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67,0,0,98635.67
0,18-24,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51,0,0,146293.51
0,60-69,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91
1,25-29,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71
1,60-69,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78
0,30-39,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33
1,60-69,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69,0,0,111536.69
0,50-59,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59,0,0,148715.59
0,40-49,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29,0,0,115455.29
0,30-39,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9
1,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34,0,0,206334.34
0,50-59,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12,0,0,113990.12
0,18-24,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06
0,12-17,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,12-17,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
0,40-49,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33
0,30-39,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,30-39,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68
1,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1952700.32,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1952700.32,0,0,1531094.57
0,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07
1,70-79,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,70-79,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
0,70-79,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72
0,80+,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53
0,80+,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42
1,50-59,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,40-49,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9
1,40-49,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31
1,25-29,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44
1,18-24,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1
0,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88,0,0,230712.88
0,25-29,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35
0,12-17,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,40-49,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11,0,0,265752.11
0,40-49,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
1,30-39,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
0,40-49,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71
1,70-79,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42
0,40-49,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18
0,25-29,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03
1,18-24,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,60-69,J&J,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,25-29,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17
1,18-24,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666
0,60-69,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
0,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
1,50-59,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
