sex,ageband_at_date_vax_1,type_vax_1,history_covid,year,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
1,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,816583.77,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,816583.77,0,0,732262.62
1,80+,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61
0,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32,0,0,82660.32
0,70-79,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
0,70-79,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24,0,0,219798.24
0,80+,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42
1,50-59,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69
1,80+,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69
0,60-69,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
1,25-29,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
1,18-24,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,235553.01
1,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69
1,18-24,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14
0,18-24,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27
0,12-17,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,40-49,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
0,70-79,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89
1,12-17,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
1,70-79,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42
1,70-79,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
0,60-69,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
1,50-59,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04
1,60-69,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
