sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
1,February,2021,18-24,Moderna,0,61,61,61,61,61,61,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16
1,March,2021,18-24,Moderna,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
1,April,2021,18-24,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
1,June,2021,18-24,Pfizer,1,44,44,44,44,44,44,44,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14
1,January,2021,18-24,Pfizer,0,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,February,2021,18-24,Pfizer,0,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,March,2021,18-24,AstraZeneca,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
0,April,2021,18-24,AstraZeneca,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,May,2021,18-24,AstraZeneca,0,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,June,2021,18-24,AstraZeneca,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
1,February,2021,18-24,AstraZeneca,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
0,April,2021,18-24,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
1,January,2021,18-24,Moderna,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,February,2021,18-24,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,March,2021,18-24,Moderna,0,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,January,2021,18-24,Moderna,0,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,April,2021,25-29,AstraZeneca,0,109,109,109,109,109,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
1,May,2021,25-29,AstraZeneca,0,124,124,124,124,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
1,June,2021,25-29,AstraZeneca,0,92,92,92,92,92,92,92,92,92,92,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
1,June,2021,25-29,Pfizer,0,730,730,730,730,730,730,730,730,730,730,730,730,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3,0,0,184570.3
1,June,2021,25-29,Moderna,0,228,228,228,228,228,228,228,228,228,228,228,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78
0,June,2021,25-29,Pfizer,0,717,717,717,717,717,717,717,717,717,717,717,717,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77,0,0,187916.77
0,February,2021,25-29,Pfizer,0,222,222,222,222,222,222,222,222,222,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37,0,0,606920.37
0,March,2021,25-29,Pfizer,0,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41
0,April,2021,25-29,Pfizer,0,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56
0,May,2021,25-29,Pfizer,0,414,414,414,414,414,414,414,414,414,414,414,414,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05
1,January,2021,25-29,Pfizer,0,141,141,141,141,141,141,141,141,141,141,141,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75
1,February,2021,25-29,Pfizer,0,206,206,206,206,206,206,206,206,206,206,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82
1,March,2021,25-29,Pfizer,0,310,310,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3
1,April,2021,25-29,Pfizer,0,275,275,275,275,275,275,275,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26
1,May,2021,25-29,Pfizer,0,301,301,301,301,301,301,301,301,301,301,301,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98,0,0,447628.98
0,February,2021,25-29,AstraZeneca,0,73,73,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04
0,March,2021,25-29,AstraZeneca,0,271,271,271,271,271,271,271,271,271,271,271,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182
0,April,2021,25-29,AstraZeneca,0,320,320,320,320,320,320,320,320,320,320,320,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01
0,May,2021,25-29,AstraZeneca,0,364,364,364,364,364,364,364,364,364,364,364,364,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
0,June,2021,25-29,AstraZeneca,0,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56
0,June,2021,25-29,Pfizer,1,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88
0,April,2021,25-29,Moderna,0,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
0,May,2021,25-29,Moderna,0,110,110,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66,0,0,1224875.66
