sex,ageband_at_date_vax_1,type_vax_1,history_covid,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,40-49,AstraZeneca,0,2021-06,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-05,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-06,4796,4796,4796,4796,4796,4796,4796,4796,4796,4796,4796,4796,4796,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Moderna,0,2021-06,395,395,395,395,395,395,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-05,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-06,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,AstraZeneca,0,2021-03,568,568,568,568,568,568,568,568,568,568,568,568,568,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,AstraZeneca,0,2021-04,659,659,659,659,659,659,659,659,659,659,659,659,659,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,AstraZeneca,0,2021-05,682,682,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,AstraZeneca,0,2021-06,671,671,671,671,671,671,671,671,671,671,671,671,671,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-04,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-05,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-06,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-05,986,986,986,986,986,986,986,986,986,986,986,986,986,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-06,985,985,985,985,985,985,985,985,985,985,985,985,985,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,J&J,0,2021-05,234,234,234,234,234,234,234,234,234,234,234,234,234,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,J&J,0,2021-06,876,876,876,876,876,876,876,876,876,876,876,876,876,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-05,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-03,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-03,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-04,392,392,392,392,392,392,392,392,392,392,392,392,392,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-05,776,776,776,776,776,776,776,776,776,776,776,776,776,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-06,930,930,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,Moderna,0,2021-06,870,870,870,870,870,870,870,870,870,870,870,870,870,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-03,203,203,203,203,203,203,203,203,203,203,203,203,203,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,Pfizer,0,2021-06,986,986,986,986,986,986,986,986,986,986,986,986,986,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Moderna,0,2021-05,190,190,190,190,190,190,190,190,190,190,190,190,190,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Moderna,0,2021-06,657,657,657,657,657,657,657,657,657,657,657,657,657,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Pfizer,0,2021-06,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-04,447,447,447,447,447,447,447,447,447,447,447,447,447,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-05,865,865,865,865,865,865,865,865,865,865,865,865,865,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-06,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Pfizer,0,2021-02,323,323,323,323,323,323,323,323,323,323,323,323,323,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Pfizer,0,2021-03,640,640,640,640,640,640,640,640,640,640,640,640,640,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Pfizer,0,2021-04,694,694,694,694,694,694,694,694,694,694,694,694,694,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Pfizer,0,2021-05,876,876,876,876,876,876,876,876,876,876,876,876,876,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,0,2021-05,1559,1559,1559,1559,1559,1559,1559,1551,1559,1559,1559,1551,1559,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-05,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-06,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Pfizer,0,2021-01,146,146,146,146,146,146,146,146,146,146,146,146,146,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Pfizer,0,2021-02,225,225,225,225,225,225,225,225,225,225,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Pfizer,0,2021-03,279,279,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Pfizer,0,2021-04,277,277,277,277,277,277,277,277,277,277,277,277,277,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Pfizer,0,2021-05,538,538,538,538,538,538,538,538,538,538,538,538,538,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,Pfizer,0,2021-06,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-01,91,91,91,91,91,91,91,91,91,91,91,91,91,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-02,151,151,151,151,151,151,151,151,151,151,151,151,151,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-03,189,189,189,189,189,189,189,189,189,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,Moderna,0,2021-06,198,198,198,198,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,0,2021-01,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,0,2021-02,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,0,2021-03,641,641,641,641,641,641,641,641,641,641,641,641,641,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,0,2021-04,748,748,748,748,748,748,748,748,748,748,748,748,748,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-02,122,122,122,122,122,122,122,122,122,122,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-03,915,915,915,915,915,915,915,915,915,915,915,915,915,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-04,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-05,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-06,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-03,694,694,694,694,694,694,694,694,694,694,694,694,694,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-04,834,834,834,834,834,834,834,834,834,834,834,834,834,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-05,932,932,932,932,932,932,932,932,932,932,932,932,932,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-06,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Moderna,0,2021-05,207,207,207,207,207,207,207,207,207,207,207,207,207,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Pfizer,0,2021-01,171,171,171,171,171,171,171,171,171,171,171,171,171,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,Pfizer,0,2021-06,717,717,717,717,717,717,717,717,717,717,717,717,717,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-06,389,389,389,389,389,389,389,389,389,389,389,389,389,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,AstraZeneca,0,2021-03,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,AstraZeneca,0,2021-04,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-03,153,153,153,153,153,153,153,153,153,153,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-04,572,572,572,572,572,572,572,572,572,572,572,572,572,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,1,2021-05,132,132,132,132,132,132,132,132,132,132,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,1,2021-06,242,242,242,242,242,242,242,242,242,242,242,242,242,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,1,2021-05,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,1,2021-06,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,AstraZeneca,0,2021-02,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,AstraZeneca,0,2021-03,226,226,226,226,226,226,226,226,226,226,226,226,226,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,AstraZeneca,0,2021-04,270,270,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,AstraZeneca,0,2021-05,279,279,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,AstraZeneca,0,2021-06,270,270,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-02,349,349,349,349,349,349,349,349,349,349,349,349,349,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-06,1594,1594,1594,1594,1594,1594,1594,1570,1594,1594,1594,1570,1594,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-03,195,195,195,195,195,195,195,195,195,195,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-04,439,439,439,439,439,439,439,439,439,439,439,439,439,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,Pfizer,0,2021-02,222,222,222,222,222,222,222,222,222,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,Pfizer,0,2021-03,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,Pfizer,0,2021-04,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,Pfizer,0,2021-05,414,414,414,414,414,414,414,414,414,414,414,414,414,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,1,2021-04,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,Pfizer,0,2021-06,191,191,191,191,191,191,191,191,191,191,191,191,191,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,0,2021-04,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,0,2021-05,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-01,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-02,403,403,403,403,403,403,403,403,403,403,403,403,403,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-03,625,625,625,625,625,625,625,625,625,625,625,625,625,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-04,727,727,727,727,727,727,727,727,727,727,727,727,727,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,0,2021-06,877,877,877,877,877,877,877,877,877,877,877,877,877,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,Pfizer,0,2021-01,141,141,141,141,141,141,141,141,141,141,141,141,141,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,Pfizer,0,2021-02,206,206,206,206,206,206,206,206,206,206,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,Pfizer,0,2021-03,310,310,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,Pfizer,0,2021-04,275,275,275,275,275,275,275,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,Pfizer,0,2021-05,297,297,297,297,297,297,297,297,297,297,297,297,297,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Pfizer,0,2021-01,127,127,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Pfizer,0,2021-02,169,169,169,169,169,169,169,169,169,169,169,169,169,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Pfizer,0,2021-03,217,217,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Pfizer,0,2021-04,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,Pfizer,0,2021-05,304,304,304,304,304,304,304,304,304,304,304,304,304,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,AstraZeneca,0,2021-02,225,225,225,225,225,225,225,225,225,225,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-03,81,81,81,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-04,269,269,269,269,269,269,269,269,269,269,269,269,269,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-05,633,633,633,633,633,633,633,633,633,633,633,633,633,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-06,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,AstraZeneca,0,2021-02,73,73,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,AstraZeneca,0,2021-03,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,AstraZeneca,0,2021-04,290,290,290,290,290,290,290,290,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,AstraZeneca,0,2021-05,333,333,333,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,AstraZeneca,0,2021-06,330,330,330,330,330,330,330,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,Pfizer,1,2021-06,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Moderna,0,2021-03,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Moderna,0,2021-04,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,Moderna,0,2021-05,160,160,160,160,160,160,160,160,160,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,Pfizer,0,2021-06,141,141,141,141,141,141,141,141,141,141,141,141,141,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,0,2021-02,688,688,688,688,688,688,688,688,688,688,688,688,688,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,0,2021-03,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,Pfizer,0,2021-03,308,308,308,308,308,308,308,308,308,308,308,308,308,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,Pfizer,0,2021-04,401,401,401,401,401,401,401,401,401,401,401,401,401,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,Pfizer,0,2021-05,755,755,755,755,755,755,755,755,755,755,755,755,755,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-05,763,763,763,763,763,763,763,763,763,763,763,763,763,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,Pfizer,0,2021-02,144,144,144,144,144,144,144,144,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,Pfizer,0,2021-01,283,283,283,283,283,283,283,283,283,283,283,283,283,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,AstraZeneca,0,2021-02,72,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-03,132,132,132,132,132,132,132,132,132,132,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-04,702,702,702,702,702,702,702,702,702,702,702,702,702,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,AstraZeneca,0,2021-03,609,609,609,609,609,609,609,609,609,609,609,609,609,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,AstraZeneca,0,2021-04,660,660,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,AstraZeneca,0,2021-05,715,715,715,715,715,715,715,715,715,715,715,715,715,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,AstraZeneca,0,2021-06,900,900,900,900,900,900,900,900,900,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0
