DAP,AESI/NCO,Coding system,Code,Meaning,Count
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,41091,emergency_room_diagnosis,7
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,41071,hospitalisation_primary,6
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,4510,emergency_room_diagnosis,2
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,43401,hospitalisation_secondary,1
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,41071,emergency_room_diagnosis,8
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,41010,hospitalisation_secondary,1
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,41031,hospitalisation_primary,2
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,41021,hospitalisation_primary,2
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,43381,hospitalisation_secondary,1
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,453,exemption,4
TEST_ER_HOSP,B_TTS_AESI,ICD9CM,43400,hospitalisation_primary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42613,hospitalisation_primary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4260,emergency_room_diagnosis,4
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4260,hospitalisation_primary,7
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4275,emergency_room_diagnosis,3
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4275,hospitalisation_primary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42731,hospitalisation_secondary,58
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,427,exemption,12
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42732,emergency_room_diagnosis,4
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42731,hospitalisation_primary,9
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42732,hospitalisation_primary,2
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42731,emergency_room_diagnosis,28
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42613,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42760,emergency_room_diagnosis,3
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4270,emergency_room_diagnosis,9
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4270,hospitalisation_primary,3
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42732,hospitalisation_secondary,3
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,426,exemption,2
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42612,emergency_room_diagnosis,2
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4271,emergency_room_diagnosis,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4264,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4275,hospitalisation_secondary,3
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4260,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42789,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42654,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4271,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42769,hospitalisation_primary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,42741,hospitalisation_secondary,1
TEST_ER_HOSP,C_ARRH_AESI,ICD9CM,4263,hospitalisation_secondary,1
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41050,hospitalisation_primary,1
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41001,hospitalisation_primary,3
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41090,hospitalisation_secondary,2
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41091,emergency_room_diagnosis,6
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41041,hospitalisation_primary,2
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41071,hospitalisation_primary,5
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,4139,hospitalisation_primary,4
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41071,emergency_room_diagnosis,7
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41010,hospitalisation_secondary,1
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,4139,hospitalisation_secondary,4
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41031,hospitalisation_primary,1
TEST_ER_HOSP,C_CAD_AESI,ICD9CM,41021,hospitalisation_primary,2
TEST_ER_HOSP,C_MYOCARD_AESI,ICD9CM,4294,hospitalisation_primary,3
TEST_ER_HOSP,C_MYOCARD_AESI,ICD9CM,4299,hospitalisation_secondary,3
TEST_ER_HOSP,C_PERICARD_AESI,ICD9CM,42090,emergency_room_diagnosis,2
TEST_ER_HOSP,C_PERICARD_AESI,ICD9CM,42090,hospitalisation_secondary,1
TEST_ER_HOSP,C_PERICARD_AESI,ICD9CM,42099,hospitalisation_secondary,3
TEST_ER_HOSP,C_PERICARD_AESI,ICD9CM,4110,hospitalisation_secondary,1
TEST_ER_HOSP,D_LIVERACUTE_AESI,ICD9CM,5733,emergency_room_diagnosis,2
TEST_ER_HOSP,D_PANCRACUTE_AESI,ICD9CM,5770,emergency_room_diagnosis,6
TEST_ER_HOSP,D_PANCRACUTE_AESI,ICD9CM,5770,hospitalisation_primary,7
TEST_ER_HOSP,D_PANCRACUTE_AESI,ICD9CM,5770,hospitalisation_secondary,1
TEST_ER_HOSP,E_DM1_AESI,ICD9CM,25001,hospitalisation_primary,1
TEST_ER_HOSP,E_DM1_AESI,ICD9CM,25013,emergency_room_diagnosis,2
TEST_ER_HOSP,E_DM1_AESI,ICD9CM,25003,emergency_room_diagnosis,1
TEST_ER_HOSP,E_DM1_AESI,ICD9CM,25013,hospitalisation_primary,1
TEST_ER_HOSP,E_THYROIDAUTOIMM_AESI,ICD9CM,245.2,exemption,26
TEST_ER_HOSP,E_THYROIDAUTOIMM_AESI,ICD9CM,2452,hospitalisation_secondary,2
TEST_ER_HOSP,G_KIACUTE_AESI,ICD9CM,5849,hospitalisation_secondary,8
TEST_ER_HOSP,G_KIACUTE_AESI,ICD9CM,5849,hospitalisation_primary,8
TEST_ER_HOSP,G_KIACUTE_AESI,ICD9CM,586,hospitalisation_secondary,1
TEST_ER_HOSP,G_KIACUTE_AESI,ICD9CM,5849,emergency_room_diagnosis,6
TEST_ER_HOSP,G_KIACUTE_AESI,ICD9CM,5845,hospitalisation_primary,1
TEST_ER_HOSP,Im_ANAPHYLAXIS_AESI,ICD9CM,99568,emergency_room_diagnosis,1
TEST_ER_HOSP,Im_KAWASAKI_AESI,ICD9CM,4461,hospitalisation_primary,1
TEST_ER_HOSP,M_RHABDOMYOLISIS_AESI,ICD9CM,72888,hospitalisation_secondary,1
TEST_ER_HOSP,N_CONVULGEN_AESI,ICD9CM,34510,hospitalisation_secondary,1
TEST_ER_HOSP,N_CONVULGEN_AESI,ICD9CM,78039,hospitalisation_secondary,2
TEST_ER_HOSP,N_CONVULGEN_AESI,ICD9CM,34510,emergency_room_diagnosis,1
TEST_ER_HOSP,N_CONVULGEN_AESI,ICD9CM,34511,hospitalisation_secondary,1
TEST_ER_HOSP,N_CVST_AESI,ICD9CM,325,hospitalisation_primary,1
TEST_ER_HOSP,N_MENINGOENC_AESI,ICD9CM,3239,emergency_room_diagnosis,1
TEST_ER_HOSP,N_STROKEHEMO_AESI,ICD9CM,431,hospitalisation_primary,6
TEST_ER_HOSP,N_STROKEHEMO_AESI,ICD9CM,431,emergency_room_diagnosis,4
TEST_ER_HOSP,N_STROKEHEMO_AESI,ICD9CM,431,hospitalisation_secondary,1
TEST_ER_HOSP,O_DEATHSUDDEN_AESI,ICD9CM,7981,emergency_room_diagnosis,1
TEST_ER_HOSP,R_ARDS_AESI,ICD9CM,51891,hospitalisation_primary,1
TEST_ER_HOSP,R_ARDS_AESI,ICD9CM,51882,hospitalisation_secondary,1
TEST_ER_HOSP,R_ARDS_AESI,ICD9CM,51891,hospitalisation_secondary,4
TEST_ER_HOSP,R_ARDS_AESI,ICD9CM,51882,hospitalisation_primary,1
TEST_ER_HOSP,V_CHILBLAIN_AESI,ICD9CM,9915,emergency_room_diagnosis,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,444,exemption,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43411,hospitalisation_primary,4
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,434,exemption,3
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41519,emergency_room_diagnosis,11
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43491,emergency_room_diagnosis,8
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43401,hospitalisation_primary,3
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41519,hospitalisation_primary,7
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43491,hospitalisation_primary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41519,hospitalisation_secondary,3
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41050,hospitalisation_primary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41001,hospitalisation_primary,3
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41090,hospitalisation_secondary,2
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41091,emergency_room_diagnosis,6
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41041,hospitalisation_primary,2
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41071,hospitalisation_primary,5
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43401,hospitalisation_secondary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41071,emergency_room_diagnosis,7
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41010,hospitalisation_secondary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,44422,hospitalisation_secondary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41031,hospitalisation_primary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,41021,hospitalisation_primary,2
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43381,hospitalisation_secondary,1
TEST_ER_HOSP,V_THROMBOSISARTERIALALGOR_AESI,ICD9CM,43400,hospitalisation_primary,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB05,dispensing_in_community_pharmacy_on_behalf_of_RHS,1338
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,325,hospitalisation_primary,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB05,dispensing_in_community_pharmacy,20
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB05,dispensing_in_hospital_pharmacy_for_outpatient_use,374
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB12,dispensing_in_community_pharmacy_on_behalf_of_RHS,28
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB07,dispensing_in_community_pharmacy_on_behalf_of_RHS,178
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB12,dispensing_in_hospital_pharmacy_for_outpatient_use,21
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB07,dispensing_in_hospital_pharmacy_for_outpatient_use,17
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,452,hospitalisation_secondary,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45111,hospitalisation_secondary,2
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB01,dispensing_in_hospital_pharmacy_for_outpatient_use,3
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,4538,hospitalisation_secondary,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB01,dispensing_in_community_pharmacy_on_behalf_of_RHS,19
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45342,hospitalisation_secondary,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45119,hospitalisation_secondary,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,45183,emergency_room_diagnosis,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,4510,emergency_room_diagnosis,2
TEST_ER_HOSP,V_VTEALGORITHM_AESI,ICD9CM,453,exemption,1
TEST_ER_HOSP,V_VTEALGORITHM_AESI,,B01AB06,dispensing_in_community_pharmacy_on_behalf_of_RHS,4
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,4241,hospitalisation_primary,5
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,4240,hospitalisation_primary,5
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,4242,hospitalisation_secondary,3
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,396,exemption,1
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,4240,hospitalisation_secondary,10
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,394,exemption,2
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,4241,hospitalisation_secondary,6
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,395,exemption,3
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,3941,hospitalisation_secondary,1
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,3963,emergency_room_diagnosis,1
TEST_ER_HOSP,C_VALVULAR_COV,ICD9CM,4241,emergency_room_diagnosis,1
TEST_ER_HOSP,D_DIVERTICULITIS_AESI,ICD9CM,56211,emergency_room_diagnosis,3
TEST_ER_HOSP,D_DIVERTICULITIS_AESI,ICD9CM,56211,hospitalisation_secondary,2
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57410,hospitalisation_primary,4
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57420,hospitalisation_primary,8
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57441,hospitalisation_primary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57400,hospitalisation_secondary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57451,hospitalisation_primary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57491,emergency_room_diagnosis,9
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57411,hospitalisation_primary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57470,hospitalisation_secondary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57401,hospitalisation_secondary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57410,hospitalisation_secondary,2
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57420,hospitalisation_secondary,2
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57481,emergency_room_diagnosis,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57400,hospitalisation_primary,2
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,5750,hospitalisation_secondary,1
TEST_ER_HOSP,D_GALLSTONES_COV,ICD9CM,57421,hospitalisation_secondary,1
TEST_ER_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5715,hospitalisation_secondary,2
TEST_ER_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5715,hospitalisation_primary,2
TEST_ER_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,571.2,exemption,3
TEST_ER_HOSP,D_LIVERCIRRHOSIS_COV,ICD9CM,5712,hospitalisation_primary,1
TEST_ER_HOSP,E_GOUT_COV,ICD9CM,2749,hospitalisation_secondary,2
TEST_ER_HOSP,E_GOUT_COV,ICD9CM,2740,emergency_room_diagnosis,1
TEST_ER_HOSP,E_GOUT_COV,ICD9CM,2749,emergency_room_diagnosis,1
TEST_ER_HOSP,G_UTI_COV,ICD9CM,5950,emergency_room_diagnosis,5
TEST_ER_HOSP,G_UTI_COV,ICD9CM,5990,hospitalisation_secondary,15
TEST_ER_HOSP,G_UTI_COV,ICD9CM,5990,emergency_room_diagnosis,17
TEST_ER_HOSP,G_UTI_COV,ICD9CM,6011,hospitalisation_secondary,1
TEST_ER_HOSP,G_UTI_COV,ICD9CM,59589,hospitalisation_secondary,1
TEST_ER_HOSP,G_UTI_COV,ICD9CM,5990,hospitalisation_primary,5
TEST_ER_HOSP,G_UTI_COV,ICD9CM,59010,emergency_room_diagnosis,1
TEST_ER_HOSP,G_UTI_COV,ICD9CM,64661,hospitalisation_secondary,1
TEST_ER_HOSP,G_UTI_COV,ICD9CM,6010,hospitalisation_secondary,1
TEST_ER_HOSP,G_UTI_COV,ICD9CM,5952,hospitalisation_primary,1
TEST_ER_HOSP,I_INFLUENZA_COV,ICD9CM,4870,emergency_room_diagnosis,10
TEST_ER_HOSP,I_INFLUENZA_COV,ICD9CM,4878,emergency_room_diagnosis,4
TEST_ER_HOSP,I_INFLUENZA_COV,ICD9CM,4871,emergency_room_diagnosis,3
TEST_ER_HOSP,Im_SJOGRENS_COV,ICD9CM,710.2,exemption,3
TEST_ER_HOSP,Im_SJOGRENS_COV,ICD9CM,7102,hospitalisation_secondary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82020,emergency_room_diagnosis,9
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,73313,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,8208,emergency_room_diagnosis,7
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82002,hospitalisation_primary,2
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81000,emergency_room_diagnosis,6
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81600,emergency_room_diagnosis,12
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81601,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81220,emergency_room_diagnosis,9
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82000,hospitalisation_primary,3
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81200,emergency_room_diagnosis,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81200,hospitalisation_primary,2
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82101,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82100,hospitalisation_primary,2
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81240,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81401,emergency_room_diagnosis,3
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,8088,emergency_room_diagnosis,5
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81209,emergency_room_diagnosis,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82001,hospitalisation_primary,5
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81341,emergency_room_diagnosis,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81400,emergency_room_diagnosis,4
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81343,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82009,hospitalisation_primary,2
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82021,hospitalisation_primary,5
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81340,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81003,hospitalisation_secondary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,73313,hospitalisation_secondary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81230,emergency_room_diagnosis,2
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81251,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82022,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82020,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82003,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,82100,emergency_room_diagnosis,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81220,hospitalisation_primary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,80841,hospitalisation_secondary,2
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,80842,hospitalisation_secondary,1
TEST_ER_HOSP,M_FRACTURES_COV,ICD9CM,81501,hospitalisation_secondary,1
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71516,hospitalisation_primary,14
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71515,hospitalisation_primary,7
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71516,hospitalisation_secondary,2
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71511,hospitalisation_primary,2
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71500,hospitalisation_secondary,1
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71525,hospitalisation_primary,1
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71526,hospitalisation_primary,1
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71513,emergency_room_diagnosis,1
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71516,emergency_room_diagnosis,1
TEST_ER_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71509,hospitalisation_secondary,1
TEST_ER_HOSP,M_OSTEOMYELITIS_COV,ICD9CM,73007,hospitalisation_primary,1
TEST_ER_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,2930,emergency_room_diagnosis,9
TEST_ER_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,2930,hospitalisation_primary,1
TEST_ER_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,2930,hospitalisation_secondary,1
TEST_ER_HOSP,N_TRIGEMINALNEURALGIA_COV,ICD9CM,3502,emergency_room_diagnosis,1
TEST_ER_HOSP,N_TRIGEMINALNEURALGIA_COV,ICD9CM,3501,hospitalisation_secondary,1
TEST_ER_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,710.2,exemption,3
TEST_ER_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,37049,emergency_room_diagnosis,1
TEST_ER_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,37211,emergency_room_diagnosis,1
TEST_ER_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,37239,emergency_room_diagnosis,1
TEST_ER_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,37230,emergency_room_diagnosis,1
TEST_ER_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,7102,hospitalisation_secondary,1
TEST_ER_HOSP,SO_OTITISEXT_COV,ICD9CM,11282,emergency_room_diagnosis,1
